name,version,file,integrity,url
"@esbuild/linux-ia32","0.28.0","tarballs/esbuild__linux-ia32-0.28.0.tgz","sha512-KBnSTt1kxl9x70q+ydterVdl+Cn0H18ngRMRCEQfrbqdUuntQQ0LoMZv47uB97NljZFzY6HcfqEZ2SAyIUTQBQ==","https://registry.npmjs.org/@esbuild/linux-ia32/-/linux-ia32-0.28.0.tgz"
"@esbuild/linux-loong64","0.18.20","tarballs/esbuild__linux-loong64-0.18.20.tgz","sha512-nXW8nqBTrOpDLPgPY9uV+/1DjxoQ7DoB2N8eocyq8I9XuqJ7BiAMDMf9n1xZM9TgW0J8zrquIb/A7s3BJv7rjg==","https://registry.npmjs.org/@esbuild/linux-loong64/-/linux-loong64-0.18.20.tgz"
"@esbuild/linux-loong64","0.25.12","tarballs/esbuild__linux-loong64-0.25.12.tgz","sha512-h///Lr5a9rib/v1GGqXVGzjL4TMvVTv+s1DPoxQdz7l/AYv6LDSxdIwzxkrPW438oUXiDtwM10o9PmwS/6Z0Ng==","https://registry.npmjs.org/@esbuild/linux-loong64/-/linux-loong64-0.25.12.tgz"
"@esbuild/linux-loong64","0.27.3","tarballs/esbuild__linux-loong64-0.27.3.tgz","sha512-WO60Sn8ly3gtzhyjATDgieJNet/KqsDlX5nRC5Y3oTFcS1l0KWba+SEa9Ja1GfDqSF1z6hif/SkpQJbL63cgOA==","https://registry.npmjs.org/@esbuild/linux-loong64/-/linux-loong64-0.27.3.tgz"
"@esbuild/linux-loong64","0.28.0","tarballs/esbuild__linux-loong64-0.28.0.tgz","sha512-zpSlUce1mnxzgBADvxKXX5sl8aYQHo2ezvMNI8I0lbblJtp8V4odlm3Yzlj7gPyt3T8ReksE6bK+pT3WD+aJRg==","https://registry.npmjs.org/@esbuild/linux-loong64/-/linux-loong64-0.28.0.tgz"
"@esbuild/linux-mips64el","0.18.20","tarballs/esbuild__linux-mips64el-0.18.20.tgz","sha512-d5NeaXZcHp8PzYy5VnXV3VSd2D328Zb+9dEq5HE6bw6+N86JVPExrA6O68OPwobntbNJ0pzCpUFZTo3w0GyetQ==","https://registry.npmjs.org/@esbuild/linux-mips64el/-/linux-mips64el-0.18.20.tgz"
"@esbuild/linux-mips64el","0.25.12","tarballs/esbuild__linux-mips64el-0.25.12.tgz","sha512-iyRrM1Pzy9GFMDLsXn1iHUm18nhKnNMWscjmp4+hpafcZjrr2WbT//d20xaGljXDBYHqRcl8HnxbX6uaA/eGVw==","https://registry.npmjs.org/@esbuild/linux-mips64el/-/linux-mips64el-0.25.12.tgz"
"@esbuild/linux-mips64el","0.27.3","tarballs/esbuild__linux-mips64el-0.27.3.tgz","sha512-APsymYA6sGcZ4pD6k+UxbDjOFSvPWyZhjaiPyl/f79xKxwTnrn5QUnXR5prvetuaSMsb4jgeHewIDCIWljrSxw==","https://registry.npmjs.org/@esbuild/linux-mips64el/-/linux-mips64el-0.27.3.tgz"
"@esbuild/linux-mips64el","0.28.0","tarballs/esbuild__linux-mips64el-0.28.0.tgz","sha512-2jIfP6mmjkdmeTlsX/9vmdmhBmKADrWqN7zcdtHIeNSCH1SqIoNI63cYsjQR8J+wGa4Y5izRcSHSm8K3QWmk3w==","https://registry.npmjs.org/@esbuild/linux-mips64el/-/linux-mips64el-0.28.0.tgz"
"@esbuild/linux-ppc64","0.18.20","tarballs/esbuild__linux-ppc64-0.18.20.tgz","sha512-WHPyeScRNcmANnLQkq6AfyXRFr5D6N2sKgkFo2FqguP44Nw2eyDlbTdZwd9GYk98DZG9QItIiTlFLHJHjxP3FA==","https://registry.npmjs.org/@esbuild/linux-ppc64/-/linux-ppc64-0.18.20.tgz"
"@esbuild/linux-ppc64","0.25.12","tarballs/esbuild__linux-ppc64-0.25.12.tgz","sha512-9meM/lRXxMi5PSUqEXRCtVjEZBGwB7P/D4yT8UG/mwIdze2aV4Vo6U5gD3+RsoHXKkHCfSxZKzmDssVlRj1QQA==","https://registry.npmjs.org/@esbuild/linux-ppc64/-/linux-ppc64-0.25.12.tgz"
"@esbuild/linux-ppc64","0.27.3","tarballs/esbuild__linux-ppc64-0.27.3.tgz","sha512-eizBnTeBefojtDb9nSh4vvVQ3V9Qf9Df01PfawPcRzJH4gFSgrObw+LveUyDoKU3kxi5+9RJTCWlj4FjYXVPEA==","https://registry.npmjs.org/@esbuild/linux-ppc64/-/linux-ppc64-0.27.3.tgz"
"@esbuild/linux-ppc64","0.28.0","tarballs/esbuild__linux-ppc64-0.28.0.tgz","sha512-bc0FE9wWeC0WBm49IQMPSPILRocGTQt3j5KPCA8os6VprfuJ7KD+5PzESSrJ6GmPIPJK965ZJHTUlSA6GNYEhg==","https://registry.npmjs.org/@esbuild/linux-ppc64/-/linux-ppc64-0.28.0.tgz"
"@esbuild/linux-riscv64","0.18.20","tarballs/esbuild__linux-riscv64-0.18.20.tgz","sha512-WSxo6h5ecI5XH34KC7w5veNnKkju3zBRLEQNY7mv5mtBmrP/MjNBCAlsM2u5hDBlS3NGcTQpoBvRzqBcRtpq1A==","https://registry.npmjs.org/@esbuild/linux-riscv64/-/linux-riscv64-0.18.20.tgz"
"@esbuild/linux-riscv64","0.25.12","tarballs/esbuild__linux-riscv64-0.25.12.tgz","sha512-Zr7KR4hgKUpWAwb1f3o5ygT04MzqVrGEGXGLnj15YQDJErYu/BGg+wmFlIDOdJp0PmB0lLvxFIOXZgFRrdjR0w==","https://registry.npmjs.org/@esbuild/linux-riscv64/-/linux-riscv64-0.25.12.tgz"
"@esbuild/linux-riscv64","0.27.3","tarballs/esbuild__linux-riscv64-0.27.3.tgz","sha512-3Emwh0r5wmfm3ssTWRQSyVhbOHvqegUDRd0WhmXKX2mkHJe1SFCMJhagUleMq+Uci34wLSipf8Lagt4LlpRFWQ==","https://registry.npmjs.org/@esbuild/linux-riscv64/-/linux-riscv64-0.27.3.tgz"
"@esbuild/linux-riscv64","0.28.0","tarballs/esbuild__linux-riscv64-0.28.0.tgz","sha512-SQPZOwoTTT/HXFXQJG/vBX8sOFagGqvZyXcgLA3NhIqcBv1BJU1d46c0rGcrij2B56Z2rNiSLaZOYW5cUk7yLQ==","https://registry.npmjs.org/@esbuild/linux-riscv64/-/linux-riscv64-0.28.0.tgz"
"@esbuild/linux-s390x","0.18.20","tarballs/esbuild__linux-s390x-0.18.20.tgz","sha512-+8231GMs3mAEth6Ja1iK0a1sQ3ohfcpzpRLH8uuc5/KVDFneH6jtAJLFGafpzpMRO6DzJ6AvXKze9LfFMrIHVQ==","https://registry.npmjs.org/@esbuild/linux-s390x/-/linux-s390x-0.18.20.tgz"
"@esbuild/linux-s390x","0.25.12","tarballs/esbuild__linux-s390x-0.25.12.tgz","sha512-MsKncOcgTNvdtiISc/jZs/Zf8d0cl/t3gYWX8J9ubBnVOwlk65UIEEvgBORTiljloIWnBzLs4qhzPkJcitIzIg==","https://registry.npmjs.org/@esbuild/linux-s390x/-/linux-s390x-0.25.12.tgz"
"@esbuild/linux-s390x","0.27.3","tarballs/esbuild__linux-s390x-0.27.3.tgz","sha512-pBHUx9LzXWBc7MFIEEL0yD/ZVtNgLytvx60gES28GcWMqil8ElCYR4kvbV2BDqsHOvVDRrOxGySBM9Fcv744hw==","https://registry.npmjs.org/@esbuild/linux-s390x/-/linux-s390x-0.27.3.tgz"
"@esbuild/linux-s390x","0.28.0","tarballs/esbuild__linux-s390x-0.28.0.tgz","sha512-SCfR0HN8CEEjnYnySJTd2cw0k9OHB/YFzt5zgJEwa+wL/T/raGWYMBqwDNAC6dqFKmJYZoQBRfHjgwLHGSrn3Q==","https://registry.npmjs.org/@esbuild/linux-s390x/-/linux-s390x-0.28.0.tgz"
"@esbuild/linux-x64","0.18.20","tarballs/esbuild__linux-x64-0.18.20.tgz","sha512-UYqiqemphJcNsFEskc73jQ7B9jgwjWrSayxawS6UVFZGWrAAtkzjxSqnoclCXxWtfwLdzU+vTpcNYhpn43uP1w==","https://registry.npmjs.org/@esbuild/linux-x64/-/linux-x64-0.18.20.tgz"
"@esbuild/linux-x64","0.25.12","tarballs/esbuild__linux-x64-0.25.12.tgz","sha512-uqZMTLr/zR/ed4jIGnwSLkaHmPjOjJvnm6TVVitAa08SLS9Z0VM8wIRx7gWbJB5/J54YuIMInDquWyYvQLZkgw==","https://registry.npmjs.org/@esbuild/linux-x64/-/linux-x64-0.25.12.tgz"
"@esbuild/linux-x64","0.27.3","tarballs/esbuild__linux-x64-0.27.3.tgz","sha512-Czi8yzXUWIQYAtL/2y6vogER8pvcsOsk5cpwL4Gk5nJqH5UZiVByIY8Eorm5R13gq+DQKYg0+JyQoytLQas4dA==","https://registry.npmjs.org/@esbuild/linux-x64/-/linux-x64-0.27.3.tgz"
"@esbuild/linux-x64","0.28.0","tarballs/esbuild__linux-x64-0.28.0.tgz","sha512-us0dSb9iFxIi8srnpl931Nvs65it/Jd2a2K3qs7fz2WfGPHqzfzZTfec7oxZJRNPXPnNYZtanmRc4AL/JwVzHQ==","https://registry.npmjs.org/@esbuild/linux-x64/-/linux-x64-0.28.0.tgz"
"@esbuild/netbsd-arm64","0.25.12","tarballs/esbuild__netbsd-arm64-0.25.12.tgz","sha512-xXwcTq4GhRM7J9A8Gv5boanHhRa/Q9KLVmcyXHCTaM4wKfIpWkdXiMog/KsnxzJ0A1+nD+zoecuzqPmCRyBGjg==","https://registry.npmjs.org/@esbuild/netbsd-arm64/-/netbsd-arm64-0.25.12.tgz"
"@esbuild/netbsd-arm64","0.27.3","tarballs/esbuild__netbsd-arm64-0.27.3.tgz","sha512-sDpk0RgmTCR/5HguIZa9n9u+HVKf40fbEUt+iTzSnCaGvY9kFP0YKBWZtJaraonFnqef5SlJ8/TiPAxzyS+UoA==","https://registry.npmjs.org/@esbuild/netbsd-arm64/-/netbsd-arm64-0.27.3.tgz"
"@esbuild/netbsd-arm64","0.28.0","tarballs/esbuild__netbsd-arm64-0.28.0.tgz","sha512-CR/RYotgtCKwtftMwJlUU7xCVNg3lMYZ0RzTmAHSfLCXw3NtZtNpswLEj/Kkf6kEL3Gw+BpOekRX0BYCtklhUw==","https://registry.npmjs.org/@esbuild/netbsd-arm64/-/netbsd-arm64-0.28.0.tgz"
"@esbuild/netbsd-x64","0.18.20","tarballs/esbuild__netbsd-x64-0.18.20.tgz","sha512-iO1c++VP6xUBUmltHZoMtCUdPlnPGdBom6IrO4gyKPFFVBKioIImVooR5I83nTew5UOYrk3gIJhbZh8X44y06A==","https://registry.npmjs.org/@esbuild/netbsd-x64/-/netbsd-x64-0.18.20.tgz"
"@esbuild/netbsd-x64","0.25.12","tarballs/esbuild__netbsd-x64-0.25.12.tgz","sha512-Ld5pTlzPy3YwGec4OuHh1aCVCRvOXdH8DgRjfDy/oumVovmuSzWfnSJg+VtakB9Cm0gxNO9BzWkj6mtO1FMXkQ==","https://registry.npmjs.org/@esbuild/netbsd-x64/-/netbsd-x64-0.25.12.tgz"
"@esbuild/netbsd-x64","0.27.3","tarballs/esbuild__netbsd-x64-0.27.3.tgz","sha512-P14lFKJl/DdaE00LItAukUdZO5iqNH7+PjoBm+fLQjtxfcfFE20Xf5CrLsmZdq5LFFZzb5JMZ9grUwvtVYzjiA==","https://registry.npmjs.org/@esbuild/netbsd-x64/-/netbsd-x64-0.27.3.tgz"
"@esbuild/netbsd-x64","0.28.0","tarballs/esbuild__netbsd-x64-0.28.0.tgz","sha512-nU1yhmYutL+fQ71Kxnhg8uEOdC0pwEW9entHykTgEbna2pw2dkbFSMeqjjyHZoCmt8SBkOSvV+yNmm94aUrrqw==","https://registry.npmjs.org/@esbuild/netbsd-x64/-/netbsd-x64-0.28.0.tgz"
"@esbuild/openbsd-arm64","0.25.12","tarballs/esbuild__openbsd-arm64-0.25.12.tgz","sha512-fF96T6KsBo/pkQI950FARU9apGNTSlZGsv1jZBAlcLL1MLjLNIWPBkj5NlSz8aAzYKg+eNqknrUJ24QBybeR5A==","https://registry.npmjs.org/@esbuild/openbsd-arm64/-/openbsd-arm64-0.25.12.tgz"
"@esbuild/openbsd-arm64","0.27.3","tarballs/esbuild__openbsd-arm64-0.27.3.tgz","sha512-AIcMP77AvirGbRl/UZFTq5hjXK+2wC7qFRGoHSDrZ5v5b8DK/GYpXW3CPRL53NkvDqb9D+alBiC/dV0Fb7eJcw==","https://registry.npmjs.org/@esbuild/openbsd-arm64/-/openbsd-arm64-0.27.3.tgz"
"@esbuild/openbsd-arm64","0.28.0","tarballs/esbuild__openbsd-arm64-0.28.0.tgz","sha512-cXb5vApOsRsxsEl4mcZ1XY3D4DzcoMxR/nnc4IyqYs0rTI8ZKmW6kyyg+11Z8yvgMfAEldKzP7AdP64HnSC/6g==","https://registry.npmjs.org/@esbuild/openbsd-arm64/-/openbsd-arm64-0.28.0.tgz"
"@esbuild/openbsd-x64","0.18.20","tarballs/esbuild__openbsd-x64-0.18.20.tgz","sha512-e5e4YSsuQfX4cxcygw/UCPIEP6wbIL+se3sxPdCiMbFLBWu0eiZOJ7WoD+ptCLrmjZBK1Wk7I6D/I3NglUGOxg==","https://registry.npmjs.org/@esbuild/openbsd-x64/-/openbsd-x64-0.18.20.tgz"
"@esbuild/openbsd-x64","0.25.12","tarballs/esbuild__openbsd-x64-0.25.12.tgz","sha512-MZyXUkZHjQxUvzK7rN8DJ3SRmrVrke8ZyRusHlP+kuwqTcfWLyqMOE3sScPPyeIXN/mDJIfGXvcMqCgYKekoQw==","https://registry.npmjs.org/@esbuild/openbsd-x64/-/openbsd-x64-0.25.12.tgz"
"@esbuild/openbsd-x64","0.27.3","tarballs/esbuild__openbsd-x64-0.27.3.tgz","sha512-DnW2sRrBzA+YnE70LKqnM3P+z8vehfJWHXECbwBmH/CU51z6FiqTQTHFenPlHmo3a8UgpLyH3PT+87OViOh1AQ==","https://registry.npmjs.org/@esbuild/openbsd-x64/-/openbsd-x64-0.27.3.tgz"
"@esbuild/openbsd-x64","0.28.0","tarballs/esbuild__openbsd-x64-0.28.0.tgz","sha512-8wZM2qqtv9UP3mzy7HiGYNH/zjTA355mpeuA+859TyR+e+Tc08IHYpLJuMsfpDJwoLo1ikIJI8jC3GFjnRClzA==","https://registry.npmjs.org/@esbuild/openbsd-x64/-/openbsd-x64-0.28.0.tgz"
"@esbuild/openharmony-arm64","0.25.12","tarballs/esbuild__openharmony-arm64-0.25.12.tgz","sha512-rm0YWsqUSRrjncSXGA7Zv78Nbnw4XL6/dzr20cyrQf7ZmRcsovpcRBdhD43Nuk3y7XIoW2OxMVvwuRvk9XdASg==","https://registry.npmjs.org/@esbuild/openharmony-arm64/-/openharmony-arm64-0.25.12.tgz"
"@esbuild/openharmony-arm64","0.27.3","tarballs/esbuild__openharmony-arm64-0.27.3.tgz","sha512-NinAEgr/etERPTsZJ7aEZQvvg/A6IsZG/LgZy+81wON2huV7SrK3e63dU0XhyZP4RKGyTm7aOgmQk0bGp0fy2g==","https://registry.npmjs.org/@esbuild/openharmony-arm64/-/openharmony-arm64-0.27.3.tgz"
"@esbuild/openharmony-arm64","0.28.0","tarballs/esbuild__openharmony-arm64-0.28.0.tgz","sha512-FLGfyizszcef5C3YtoyQDACyg95+dndv79i2EekILBofh5wpCa1KuBqOWKrEHZg3zrL3t5ouE5jgr94vA+Wb2w==","https://registry.npmjs.org/@esbuild/openharmony-arm64/-/openharmony-arm64-0.28.0.tgz"
"@esbuild/sunos-x64","0.18.20","tarballs/esbuild__sunos-x64-0.18.20.tgz","sha512-kDbFRFp0YpTQVVrqUd5FTYmWo45zGaXe0X8E1G/LKFC0v8x0vWrhOWSLITcCn63lmZIxfOMXtCfti/RxN/0wnQ==","https://registry.npmjs.org/@esbuild/sunos-x64/-/sunos-x64-0.18.20.tgz"
"@esbuild/sunos-x64","0.25.12","tarballs/esbuild__sunos-x64-0.25.12.tgz","sha512-3wGSCDyuTHQUzt0nV7bocDy72r2lI33QL3gkDNGkod22EsYl04sMf0qLb8luNKTOmgF/eDEDP5BFNwoBKH441w==","https://registry.npmjs.org/@esbuild/sunos-x64/-/sunos-x64-0.25.12.tgz"
"@esbuild/sunos-x64","0.27.3","tarballs/esbuild__sunos-x64-0.27.3.tgz","sha512-PanZ+nEz+eWoBJ8/f8HKxTTD172SKwdXebZ0ndd953gt1HRBbhMsaNqjTyYLGLPdoWHy4zLU7bDVJztF5f3BHA==","https://registry.npmjs.org/@esbuild/sunos-x64/-/sunos-x64-0.27.3.tgz"
"@esbuild/sunos-x64","0.28.0","tarballs/esbuild__sunos-x64-0.28.0.tgz","sha512-1ZgjUoEdHZZl/YlV76TSCz9Hqj9h9YmMGAgAPYd+q4SicWNX3G5GCyx9uhQWSLcbvPW8Ni7lj4gDa1T40akdlw==","https://registry.npmjs.org/@esbuild/sunos-x64/-/sunos-x64-0.28.0.tgz"
"@esbuild/win32-arm64","0.18.20","tarballs/esbuild__win32-arm64-0.18.20.tgz","sha512-ddYFR6ItYgoaq4v4JmQQaAI5s7npztfV4Ag6NrhiaW0RrnOXqBkgwZLofVTlq1daVTQNhtI5oieTvkRPfZrePg==","https://registry.npmjs.org/@esbuild/win32-arm64/-/win32-arm64-0.18.20.tgz"
"@esbuild/win32-arm64","0.25.12","tarballs/esbuild__win32-arm64-0.25.12.tgz","sha512-rMmLrur64A7+DKlnSuwqUdRKyd3UE7oPJZmnljqEptesKM8wx9J8gx5u0+9Pq0fQQW8vqeKebwNXdfOyP+8Bsg==","https://registry.npmjs.org/@esbuild/win32-arm64/-/win32-arm64-0.25.12.tgz"
"@esbuild/win32-arm64","0.27.3","tarballs/esbuild__win32-arm64-0.27.3.tgz","sha512-B2t59lWWYrbRDw/tjiWOuzSsFh1Y/E95ofKz7rIVYSQkUYBjfSgf6oeYPNWHToFRr2zx52JKApIcAS/D5TUBnA==","https://registry.npmjs.org/@esbuild/win32-arm64/-/win32-arm64-0.27.3.tgz"
"@esbuild/win32-arm64","0.28.0","tarballs/esbuild__win32-arm64-0.28.0.tgz","sha512-Q9StnDmQ/enxnpxCCLSg0oo4+34B9TdXpuyPeTedN/6+iXBJ4J+zwfQI28u/Jl40nOYAxGoNi7mFP40RUtkmUA==","https://registry.npmjs.org/@esbuild/win32-arm64/-/win32-arm64-0.28.0.tgz"
"@esbuild/win32-ia32","0.18.20","tarballs/esbuild__win32-ia32-0.18.20.tgz","sha512-Wv7QBi3ID/rROT08SABTS7eV4hX26sVduqDOTe1MvGMjNd3EjOz4b7zeexIR62GTIEKrfJXKL9LFxTYgkyeu7g==","https://registry.npmjs.org/@esbuild/win32-ia32/-/win32-ia32-0.18.20.tgz"
"@esbuild/win32-ia32","0.25.12","tarballs/esbuild__win32-ia32-0.25.12.tgz","sha512-HkqnmmBoCbCwxUKKNPBixiWDGCpQGVsrQfJoVGYLPT41XWF8lHuE5N6WhVia2n4o5QK5M4tYr21827fNhi4byQ==","https://registry.npmjs.org/@esbuild/win32-ia32/-/win32-ia32-0.25.12.tgz"
"@esbuild/win32-ia32","0.27.3","tarballs/esbuild__win32-ia32-0.27.3.tgz","sha512-QLKSFeXNS8+tHW7tZpMtjlNb7HKau0QDpwm49u0vUp9y1WOF+PEzkU84y9GqYaAVW8aH8f3GcBck26jh54cX4Q==","https://registry.npmjs.org/@esbuild/win32-ia32/-/win32-ia32-0.27.3.tgz"
"@esbuild/win32-ia32","0.28.0","tarballs/esbuild__win32-ia32-0.28.0.tgz","sha512-zF3ag/gfiCe6U2iczcRzSYJKH1DCI+ByzSENHlM2FcDbEeo5Zd2C86Aq0tKUYAJJ1obRP84ymxIAksZUcdztHA==","https://registry.npmjs.org/@esbuild/win32-ia32/-/win32-ia32-0.28.0.tgz"
"@esbuild/win32-x64","0.18.20","tarballs/esbuild__win32-x64-0.18.20.tgz","sha512-kTdfRcSiDfQca/y9QIkng02avJ+NCaQvrMejlsB3RRv5sE9rRoeBPISaZpKxHELzRxZyLvNts1P27W3wV+8geQ==","https://registry.npmjs.org/@esbuild/win32-x64/-/win32-x64-0.18.20.tgz"
"@esbuild/win32-x64","0.25.12","tarballs/esbuild__win32-x64-0.25.12.tgz","sha512-alJC0uCZpTFrSL0CCDjcgleBXPnCrEAhTBILpeAp7M/OFgoqtAetfBzX0xM00MUsVVPpVjlPuMbREqnZCXaTnA==","https://registry.npmjs.org/@esbuild/win32-x64/-/win32-x64-0.25.12.tgz"
"@esbuild/win32-x64","0.27.3","tarballs/esbuild__win32-x64-0.27.3.tgz","sha512-4uJGhsxuptu3OcpVAzli+/gWusVGwZZHTlS63hh++ehExkVT8SgiEf7/uC/PclrPPkLhZqGgCTjd0VWLo6xMqA==","https://registry.npmjs.org/@esbuild/win32-x64/-/win32-x64-0.27.3.tgz"
"@esbuild/win32-x64","0.28.0","tarballs/esbuild__win32-x64-0.28.0.tgz","sha512-pEl1bO9mfAmIC+tW5btTmrKaujg3zGtUmWNdCw/xs70FBjwAL3o9OEKNHvNmnyylD6ubxUERiEhdsL0xBQ9efw==","https://registry.npmjs.org/@esbuild/win32-x64/-/win32-x64-0.28.0.tgz"
"@eslint-community/eslint-utils","4.9.1","tarballs/eslint-community__eslint-utils-4.9.1.tgz","sha512-phrYmNiYppR7znFEdqgfWHXR6NCkZEK7hwWDHZUjit/2/U0r6XvkDl0SYnoM51Hq7FhCGdLDT6zxCCOY1hexsQ==","https://registry.npmjs.org/@eslint-community/eslint-utils/-/eslint-utils-4.9.1.tgz"
"@eslint-community/regexpp","4.12.2","tarballs/eslint-community__regexpp-4.12.2.tgz","sha512-EriSTlt5OC9/7SXkRSCAhfSxxoSUgBm33OH+IkwbdpgoqsSsUg7y3uh+IICI/Qg4BBWr3U2i39RpmycbxMq4ew==","https://registry.npmjs.org/@eslint-community/regexpp/-/regexpp-4.12.2.tgz"
"@eslint/config-array","0.21.2","tarballs/eslint__config-array-0.21.2.tgz","sha512-nJl2KGTlrf9GjLimgIru+V/mzgSK0ABCDQRvxw5BjURL7WfH5uoWmizbH7QB6MmnMBd8cIC9uceWnezL1VZWWw==","https://registry.npmjs.org/@eslint/config-array/-/config-array-0.21.2.tgz"
"@eslint/config-helpers","0.4.2","tarballs/eslint__config-helpers-0.4.2.tgz","sha512-gBrxN88gOIf3R7ja5K9slwNayVcZgK6SOUORm2uBzTeIEfeVaIhOpCtTox3P6R7o2jLFwLFTLnC7kU/RGcYEgw==","https://registry.npmjs.org/@eslint/config-helpers/-/config-helpers-0.4.2.tgz"
"@eslint/core","0.17.0","tarballs/eslint__core-0.17.0.tgz","sha512-yL/sLrpmtDaFEiUj1osRP4TI2MDz1AddJL+jZ7KSqvBuliN4xqYY54IfdN8qD8Toa6g1iloph1fxQNkjOxrrpQ==","https://registry.npmjs.org/@eslint/core/-/core-0.17.0.tgz"
"@eslint/eslintrc","3.3.5","tarballs/eslint__eslintrc-3.3.5.tgz","sha512-4IlJx0X0qftVsN5E+/vGujTRIFtwuLbNsVUe7TO6zYPDR1O6nFwvwhIKEKSrl6dZchmYBITazxKoUYOjdtjlRg==","https://registry.npmjs.org/@eslint/eslintrc/-/eslintrc-3.3.5.tgz"
"@eslint/js","9.39.4","tarballs/eslint__js-9.39.4.tgz","sha512-nE7DEIchvtiFTwBw4Lfbu59PG+kCofhjsKaCWzxTpt4lfRjRMqG6uMBzKXuEcyXhOHoUp9riAm7/aWYGhXZ9cw==","https://registry.npmjs.org/@eslint/js/-/js-9.39.4.tgz"
"@eslint/object-schema","2.1.7","tarballs/eslint__object-schema-2.1.7.tgz","sha512-VtAOaymWVfZcmZbp6E2mympDIHvyjXs/12LqWYjVw6qjrfF+VK+fyG33kChz3nnK+SU5/NeHOqrTEHS8sXO3OA==","https://registry.npmjs.org/@eslint/object-schema/-/object-schema-2.1.7.tgz"
"@eslint/plugin-kit","0.4.1","tarballs/eslint__plugin-kit-0.4.1.tgz","sha512-43/qtrDUokr7LJqoF2c3+RInu/t4zfrpYdoSDfYyhg52rwLV6TnOvdG4fXm7IkSB3wErkcmJS9iEhjVtOSEjjA==","https://registry.npmjs.org/@eslint/plugin-kit/-/plugin-kit-0.4.1.tgz"
"@humanfs/core","0.19.2","tarballs/humanfs__core-0.19.2.tgz","sha512-UhXNm+CFMWcbChXywFwkmhqjs3PRCmcSa/hfBgLIb7oQ5HNb1wS0icWsGtSAUNgefHeI+eBrA8I1fxmbHsGdvA==","https://registry.npmjs.org/@humanfs/core/-/core-0.19.2.tgz"
"@humanfs/node","0.16.8","tarballs/humanfs__node-0.16.8.tgz","sha512-gE1eQNZ3R++kTzFUpdGlpmy8kDZD/MLyHqDwqjkVQI0JMdI1D51sy1H958PNXYkM2rAac7e5/CnIKZrHtPh3BQ==","https://registry.npmjs.org/@humanfs/node/-/node-0.16.8.tgz"
"@humanfs/types","0.15.0","tarballs/humanfs__types-0.15.0.tgz","sha512-ZZ1w0aoQkwuUuC7Yf+7sdeaNfqQiiLcSRbfI08oAxqLtpXQr9AIVX7Ay7HLDuiLYAaFPu8oBYNq/QIi9URHJ3Q==","https://registry.npmjs.org/@humanfs/types/-/types-0.15.0.tgz"
"@humanwhocodes/module-importer","1.0.1","tarballs/humanwhocodes__module-importer-1.0.1.tgz","sha512-bxveV4V8v5Yb4ncFTT3rPSgZBOpCkjfK0y4oVVVJwIuDVBRMDXrPyXRL988i5ap9m9bnyEEjWfm5WkBmtffLfA==","https://registry.npmjs.org/@humanwhocodes/module-importer/-/module-importer-1.0.1.tgz"
"@humanwhocodes/retry","0.4.3","tarballs/humanwhocodes__retry-0.4.3.tgz","sha512-bV0Tgo9K4hfPCek+aMAn81RppFKv2ySDQeMoSZuvTASywNTnVJCArCZE2FWqpvIatKu7VMRLWlR1EazvVhDyhQ==","https://registry.npmjs.org/@humanwhocodes/retry/-/retry-0.4.3.tgz"
"@img/colour","1.1.0","tarballs/img__colour-1.1.0.tgz","sha512-Td76q7j57o/tLVdgS746cYARfSyxk8iEfRxewL9h4OMzYhbW4TAcppl0mT4eyqXddh6L/jwoM75mo7ixa/pCeQ==","https://registry.npmjs.org/@img/colour/-/colour-1.1.0.tgz"
"@img/sharp-darwin-arm64","0.34.5","tarballs/img__sharp-darwin-arm64-0.34.5.tgz","sha512-imtQ3WMJXbMY4fxb/Ndp6HBTNVtWCUI0WdobyheGf5+ad6xX8VIDO8u2xE4qc/fr08CKG/7dDseFtn6M6g/r3w==","https://registry.npmjs.org/@img/sharp-darwin-arm64/-/sharp-darwin-arm64-0.34.5.tgz"
"@img/sharp-darwin-x64","0.34.5","tarballs/img__sharp-darwin-x64-0.34.5.tgz","sha512-YNEFAF/4KQ/PeW0N+r+aVVsoIY0/qxxikF2SWdp+NRkmMB7y9LBZAVqQ4yhGCm/H3H270OSykqmQMKLBhBJDEw==","https://registry.npmjs.org/@img/sharp-darwin-x64/-/sharp-darwin-x64-0.34.5.tgz"
"@img/sharp-libvips-darwin-arm64","1.2.4","tarballs/img__sharp-libvips-darwin-arm64-1.2.4.tgz","sha512-zqjjo7RatFfFoP0MkQ51jfuFZBnVE2pRiaydKJ1G/rHZvnsrHAOcQALIi9sA5co5xenQdTugCvtb1cuf78Vf4g==","https://registry.npmjs.org/@img/sharp-libvips-darwin-arm64/-/sharp-libvips-darwin-arm64-1.2.4.tgz"
"@img/sharp-libvips-darwin-x64","1.2.4","tarballs/img__sharp-libvips-darwin-x64-1.2.4.tgz","sha512-1IOd5xfVhlGwX+zXv2N93k0yMONvUlANylbJw1eTah8K/Jtpi15KC+WSiaX/nBmbm2HxRM1gZ0nSdjSsrZbGKg==","https://registry.npmjs.org/@img/sharp-libvips-darwin-x64/-/sharp-libvips-darwin-x64-1.2.4.tgz"
